feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
không giúp đỡ sinh viên trong những vấn đề xung quanh .,0,0,train,không giúp đỡ sinh viên trong những vấn đề xung quanh,Tiêu cực,Giảng viên,11
thầy chép bảng nhiều .,0,0,train,thầy chép bảng nhiều,Tiêu cực,Giảng viên,4
"thầy tận tình hướng dẫn cách làm , giải quyết những thắc mắc của sinh viên .",1,0,train,thầy tận tình hướng dẫn cách làm giải quyết những thắc mắc của sinh viên,Tích cực,Giảng viên,15
"hay , nhiệt tình , dễ hiểu .",1,0,train,hay nhiệt tình dễ hiểu,Tích cực,Giảng viên,5
"mặc dù nhiệt tình nhưng khi truyền đạt thì lại khó hiểu , sử dụng ngôn từ gây khó khăn cho việc hiểu bài .",0,0,train,mặc dù nhiệt tình nhưng khi truyền đạt thì lại khó hiểu sử dụng ngôn từ gây khó khăn cho việc hiểu bài,Tiêu cực,Giảng viên,23
"thầy dạy khá hay , cung cấp nhiều thông tin liên quan đến môn học , đưa ra nhiều hướng giải quyết khi sinh viên gặp vấn đề khó khăn với đồ án !",1,0,train,thầy dạy khá hay cung cấp nhiều thông tin liên quan đến môn học đưa ra nhiều hướng giải quyết khi sinh viên gặp vấn đề khó khăn với đồ án,Tích cực,Giảng viên,31
hy vọng học kỳ sau có thể học được với cô .,1,0,train,hy vọng học kỳ sau có thể học được với cô,Tích cực,Giảng viên,11
trong khi giảng nói nhỏ quá .,0,0,train,trong khi giảng nói nhỏ quá,Tiêu cực,Giảng viên,6
"thầy rất tận tâm nhiệt tình , quan tâm đến sinh viên , giảng bài dễ hiểu , kiến thức sâu rộng am hiểu cao .",1,0,train,thầy rất tận tâm nhiệt tình quan tâm đến sinh viên giảng bài dễ hiểu kiến thức sâu rộng am hiểu cao,Tích cực,Giảng viên,22
"cô dạy với nhiệt huyết của mình , dù như thế nào , cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu .",1,0,train,cô dạy với nhiệt huyết của mình dù như thế nào cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu,Tích cực,Giảng viên,29
"cô lên lớp đúng giờ , giảng bài rất dễ hiểu cho sinh viên .",1,0,train,cô lên lớp đúng giờ giảng bài rất dễ hiểu cho sinh viên,Tích cực,Giảng viên,13
"những thông tin cần thiết như doubledot thời gian dealine , cách nộp bài thường không dặn lớp thực hành thứ hai .",0,0,train,những thông tin cần thiết như doubledot thời gian dealine cách nộp bài thường không dặn lớp thực hành thứ hai,Tiêu cực,Giảng viên,21
"thầy nhiệt tình , dễ chịu .",1,0,train,thầy nhiệt tình dễ chịu,Tích cực,Giảng viên,5
"giảng viên chưa đi sâu vào bản chất của vấn đề , em chỉ học thôi mà không biết bản chất của nó là gì nó có ứng dụng gì sau này cho chuyên nghành của em .",0,0,train,giảng viên chưa đi sâu vào bản chất của vấn đề em chỉ học thôi mà không biết bản chất của nó là gì nó có ứng dụng gì sau này cho chuyên nghành của em,Tiêu cực,Giảng viên,36
đặc biệt hơn là thầy đã bỏ rất nhiều công sức trong việc ra bài tập và chấm điểm một cách rõ ràng và minh bạch .,1,0,train,đặc biệt hơn là thầy đã bỏ rất nhiều công sức trong việc ra bài tập và chấm điểm một cách rõ ràng và minh bạch,Tích cực,Giảng viên,26
"giảng viên tận tâm , nhiệt huyết trong giảng dạy .",1,0,train,giảng viên tận tâm nhiệt huyết trong giảng dạy,Tích cực,Giảng viên,9
"thầy nhiệt tình , gần gũi .",1,0,train,thầy nhiệt tình gần gũi,Tích cực,Giảng viên,5
"giảng viên tận tâm , giảng dễ hiểu , dễ tiếp thu .",1,0,train,giảng viên tận tâm giảng dễ hiểu dễ tiếp thu,Tích cực,Giảng viên,10
tạo ra sự cạnh tranh trong mỗi buổi thực hành .,2,0,train,tạo ra sự cạnh tranh trong mỗi buổi thực hành,Trung lập,Giảng viên,10
"tận tâm , nhiệt tình , vui tính , dễ gần với sinh viên .",1,0,train,tận tâm nhiệt tình vui tính dễ gần với sinh viên,Tích cực,Giảng viên,11
thầy dạy rất hay và nhiệt tình .,1,0,train,thầy dạy rất hay và nhiệt tình,Tích cực,Giảng viên,7
"thầy dạy không đúng giờ , không hướng dẫn sinh viên thực hành .",0,0,train,thầy dạy không đúng giờ không hướng dẫn sinh viên thực hành,Tiêu cực,Giảng viên,12
giúp đỡ học sinh quá ít .,0,0,train,giúp đỡ học sinh quá ít,Tiêu cực,Giảng viên,6
cô dạy buồn ngủ quá .,0,0,train,cô dạy buồn ngủ quá,Tiêu cực,Giảng viên,5
thầy tận tình vui tính .,1,0,train,thầy tận tình vui tính,Tích cực,Giảng viên,5
cô lại kiểu khó tính nữa .,0,0,train,cô lại kiểu khó tính nữa,Tiêu cực,Giảng viên,6
tạo hứng thú cho sinh viên .,1,0,train,tạo hứng thú cho sinh viên,Tích cực,Giảng viên,6
cô giảng hay cuốn hút và truyền đạt dễ hiểu .,1,0,train,cô giảng hay cuốn hút và truyền đạt dễ hiểu,Tích cực,Giảng viên,10
có hứng thú học .,1,0,train,có hứng thú học,Tích cực,Giảng viên,4
"giảng viên hướng dẫn cụ thể , chi tiết .",1,0,train,giảng viên hướng dẫn cụ thể chi tiết,Tích cực,Giảng viên,8
"giáo viên nghỉ dạy liên tục , cuối học kỳ lại tăng học bù , những tiết học bù đó đã ảnh hưởng đến những đồ án , và trễ deadline .",0,0,train,giáo viên nghỉ dạy liên tục cuối học kỳ lại tăng học bù những tiết học bù đó đã ảnh hưởng đến những đồ án và trễ deadline,Tiêu cực,Giảng viên,28
"giáo viên lúc dạy lúc không , không dạy cũng không thông báo , sinh viên tốn thời gian , công sức , tiền bạc rồi ngồi đợi và đi về .",0,0,train,giáo viên lúc dạy lúc không không dạy cũng không thông báo sinh viên tốn thời gian công sức tiền bạc rồi ngồi đợi và đi về,Tiêu cực,Giảng viên,27
thầy nên cho làm bài tập tương tự nhau nhiều hơn một vài bài để tránh tình trạng quên hoặc các dạng tựa nhau nhưng hơi khác cách làm .,0,0,train,thầy nên cho làm bài tập tương tự nhau nhiều hơn một vài bài để tránh tình trạng quên hoặc các dạng tựa nhau nhưng hơi khác cách làm,Tiêu cực,Giảng viên,29
"không ngờ môn này lại chán đến như vậy , không học được gì từ môn này , thầy dạy chán kinh khủng , hay đi trễ từ 30 - 45 phút , không nhiệt tình .",0,0,train,không ngờ môn này lại chán đến như vậy không học được gì từ môn này thầy dạy chán kinh khủng hay đi trễ từ 30 45 phút không nhiệt tình,Tiêu cực,Giảng viên,31
giảng viên đánh giá sai điểm và năng lực của học sinh .,0,0,train,giảng viên đánh giá sai điểm và năng lực của học sinh,Tiêu cực,Giảng viên,12
thầy nên hướng dẫn thực hành nhiều hơn .,0,0,train,thầy nên hướng dẫn thực hành nhiều hơn,Tiêu cực,Giảng viên,8
"giảng viên thân thiện , quan tâm tới sinh viên .",1,0,train,giảng viên thân thiện quan tâm tới sinh viên,Tích cực,Giảng viên,9
"giáo viên nhiệt tình , tâm huyết , khả năng truyền đạt tốt .",1,0,train,giáo viên nhiệt tình tâm huyết khả năng truyền đạt tốt,Tích cực,Giảng viên,11
thầy dạy rất tốt và nhiệt tình .,1,0,train,thầy dạy rất tốt và nhiệt tình,Tích cực,Giảng viên,7
"cô nói hơi nhỏ , nếu lớp ồn sẽ khó nghe .",0,0,train,cô nói hơi nhỏ nếu lớp ồn sẽ khó nghe,Tiêu cực,Giảng viên,10
"bài tập cô đưa ra nhiều , và khó tìm hiểu , với kiến thực hiện tại của sinh viên thì khó có thể tìm hiểu và làm tốt bài tập cô ra .",0,0,train,bài tập cô đưa ra nhiều và khó tìm hiểu với kiến thực hiện tại của sinh viên thì khó có thể tìm hiểu và làm tốt bài tập cô ra,Tiêu cực,Giảng viên,31
"giảng viên rất nhiệt tình , phương pháp giảng dạy hay , sinh viên nắm bắt kiến thức ngay trên lớp .",1,0,train,giảng viên rất nhiệt tình phương pháp giảng dạy hay sinh viên nắm bắt kiến thức ngay trên lớp,Tích cực,Giảng viên,19
cô hướng dẫn thực hành khá đầy đủ .,1,0,train,cô hướng dẫn thực hành khá đầy đủ,Tích cực,Giảng viên,8
được học nhiều kinh nghiệm từ thầy wzjwz163 .,1,0,train,được học nhiều kinh nghiệm từ thầy wzjwz163,Tích cực,Giảng viên,8
"kiến thức của thầy rất tốt , bảo đảm giờ lên lớp .",1,0,train,kiến thức của thầy rất tốt bảo đảm giờ lên lớp,Tích cực,Giảng viên,11
dạy không phù hợp với cách học của em .,0,0,train,dạy không phù hợp với cách học của em,Tiêu cực,Giảng viên,9
giải thích nội dung mới rõ ràng .,1,0,train,giải thích nội dung mới rõ ràng,Tích cực,Giảng viên,7
"giảng viên chưa cho bài tập về nhà để sinh viên làm nên cho 5 bài mỗi chương , không cần chữa chỉ cần đáp án .",0,0,train,giảng viên chưa cho bài tập về nhà để sinh viên làm nên cho 5 bài mỗi chương không cần chữa chỉ cần đáp án,Tiêu cực,Giảng viên,25
tôi cảm thấy giảng viên dạy rất tốt .,1,0,train,tôi cảm thấy giảng viên dạy rất tốt,Tích cực,Giảng viên,8
"không biết thầy nào dạy chính thức , mà học thường nghỉ không thông báo trước để sinh viên đứng chờ sắp hết tiết rồi tự về nhiều lần .",0,0,train,không biết thầy nào dạy chính thức mà học thường nghỉ không thông báo trước để sinh viên đứng chờ sắp hết tiết rồi tự về nhiều lần,Tiêu cực,Giảng viên,28
giảng viên thân thiện nhiệt tình cởi mở .,1,0,train,giảng viên thân thiện nhiệt tình cởi mở,Tích cực,Giảng viên,8
"giáo viên có mời các công ty về trình bày , giúp sinh viên cập nhật kiến thức thực tiễn .",1,0,train,giáo viên có mời các công ty về trình bày giúp sinh viên cập nhật kiến thức thực tiễn,Tích cực,Giảng viên,19
coi lại thái độ giảng viên thực hành .,0,0,train,coi lại thái độ giảng viên thực hành,Tiêu cực,Giảng viên,8
"giảng viên nhiệt tình , giải nhiều bài tập .",1,0,train,giảng viên nhiệt tình giải nhiều bài tập,Tích cực,Giảng viên,8
bài giảng của thầy rất nhiệt tình .,1,0,train,bài giảng của thầy rất nhiệt tình,Tích cực,Giảng viên,7
dạy hơi nhanh !,0,0,train,dạy hơi nhanh,Tiêu cực,Giảng viên,3
"giảng bài kém thu hút , vị trí đứng giảng không hợp lý , ôn tập cuối kỳ còn chưa tập trung vào vấn đề .",0,0,train,giảng bài kém thu hút vị trí đứng giảng không hợp lý ôn tập cuối kỳ còn chưa tập trung vào vấn đề,Tiêu cực,Giảng viên,23
"giảng viên nhiệt tình , bài giảng thu hút .",1,0,train,giảng viên nhiệt tình bài giảng thu hút,Tích cực,Giảng viên,8
"nhờ thầy và giảng viên lý thuyết , em đã hiểu rõ về môn này rất nhiều !",1,0,train,nhờ thầy và giảng viên lý thuyết em đã hiểu rõ về môn này rất nhiều,Tích cực,Giảng viên,16
thầy nhiệt tình dễ hiểu .,1,0,train,thầy nhiệt tình dễ hiểu,Tích cực,Giảng viên,5
giảng viên dạy nhanh .,0,0,train,giảng viên dạy nhanh,Tiêu cực,Giảng viên,4
giảng viên cho bài tập hay .,1,0,train,giảng viên cho bài tập hay,Tích cực,Giảng viên,6
"lên lớp ai làm việc người ấy , thầy không có giảng gì thêm .",0,0,train,lên lớp ai làm việc người ấy thầy không có giảng gì thêm,Tiêu cực,Giảng viên,13
"tận tâm , nhiệt tình , quan tâm đến sinh viên .",1,0,train,tận tâm nhiệt tình quan tâm đến sinh viên,Tích cực,Giảng viên,9
phản hồi giải đáp thắc mắc cho sinh viên .,1,0,train,phản hồi giải đáp thắc mắc cho sinh viên,Tích cực,Giảng viên,9
dạy quá nhanh .,0,0,train,dạy quá nhanh,Tiêu cực,Giảng viên,3
"giảng viên nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên .",0,0,train,giảng viên nên đổi mới phương pháp giảng dạy tránh thô cứng không hấp dẫn sinh viên,Tiêu cực,Giảng viên,17
"nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng .",1,0,train,nhiệt tình tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng,Tích cực,Giảng viên,29
"cô dạy rất tận tình , dễ hiểu .",1,0,train,cô dạy rất tận tình dễ hiểu,Tích cực,Giảng viên,7
thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .,1,0,train,thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng,Tích cực,Giảng viên,15
cách giảng dạy của thầy rất hay và có phần dễ hiễu .,1,0,train,cách giảng dạy của thầy rất hay và có phần dễ hiễu,Tích cực,Giảng viên,12
"nhiệt tình , dễ thương .",1,0,train,nhiệt tình dễ thương,Tích cực,Giảng viên,4
không hướng dẫn đồ án .,0,0,train,không hướng dẫn đồ án,Tiêu cực,Giảng viên,5
"chép bài rất nhiều , lãng phí thời gian nghe giảng .",0,0,train,chép bài rất nhiều lãng phí thời gian nghe giảng,Tiêu cực,Giảng viên,10
"em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm .",0,0,train,em không học thầy wzjwz178 kỳ này giáo viên thực hành có 2 người nên có lẽ daa nhầm,Tiêu cực,Giảng viên,19
cho làm nhiều bài test .,0,0,train,cho làm nhiều bài test,Tiêu cực,Giảng viên,5
thầy giảng dạy tốt .,1,0,train,thầy giảng dạy tốt,Tích cực,Giảng viên,4
mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .,0,0,train,mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó,Tiêu cực,Giảng viên,14
thầy cần cho bài tập và hướng dẫn nhiều hơn .,0,0,train,thầy cần cho bài tập và hướng dẫn nhiều hơn,Tiêu cực,Giảng viên,10
"giáo viên lên lớp đúng giờ , giảng bài sôi động .",1,0,train,giáo viên lên lớp đúng giờ giảng bài sôi động,Tích cực,Giảng viên,10
em thấy thầy chỉ giảng cho có .,0,0,train,em thấy thầy chỉ giảng cho có,Tiêu cực,Giảng viên,7
"thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế .",1,0,train,thầy nói chuyện với sinh viên rất tự nhiên chia sẻ kinh nghiệm thực tế,Tích cực,Giảng viên,15
dạy theo sát chương trình .,1,0,train,dạy theo sát chương trình,Tích cực,Giảng viên,5
"thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao .",1,0,train,thầy giảng hay và tâm huyết bài giảng có tính thực tiễn cao,Tích cực,Giảng viên,13
đi dạy đúng giờ .,1,0,train,đi dạy đúng giờ,Tích cực,Giảng viên,4
"thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !",1,0,train,thầy cung cấp nhiều kiến thức mới thầy dạy tận tâm và nhiệt tình,Tích cực,Giảng viên,14
có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .,1,0,train,có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng,Tích cực,Giảng viên,21
"dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm .",1,0,train,dạy dễ hiểu dễ tiếp thu tập trung vài kiến thức trọng tâm,Tích cực,Giảng viên,13
"dạy chưa được kỹ lắm , điểm nên thoáng hơn .",0,0,train,dạy chưa được kỹ lắm điểm nên thoáng hơn,Tiêu cực,Giảng viên,9
chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .,0,0,train,chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp,Tiêu cực,Giảng viên,19
cô khá tận tâm cho học sinh .,1,0,train,cô khá tận tâm cho học sinh,Tích cực,Giảng viên,7
giảng viên có khả năng truyền đạt kiến thức tốt .,1,0,train,giảng viên có khả năng truyền đạt kiến thức tốt,Tích cực,Giảng viên,10
cho làm nhiều bài tập .,0,0,train,cho làm nhiều bài tập,Tiêu cực,Giảng viên,5
"giáo viên dạy rất tận tâm , nhiệt tình .",1,0,train,giáo viên dạy rất tận tâm nhiệt tình,Tích cực,Giảng viên,8
thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp !,0,0,train,thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp,Tiêu cực,Giảng viên,40
cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .,0,0,train,cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ,Tiêu cực,Giảng viên,17
dạy kỹ .,1,0,train,dạy kỹ,Tích cực,Giảng viên,2
nói rất nhỏ .,0,0,train,nói rất nhỏ,Tiêu cực,Giảng viên,3
có lúc làm bài sai giáo viên nói làm hơi tự ái .,0,0,train,có lúc làm bài sai giáo viên nói làm hơi tự ái,Tiêu cực,Giảng viên,12
không sửa các bài tập thực hành .,0,0,train,không sửa các bài tập thực hành,Tiêu cực,Giảng viên,7
thi thoảng nghỉ học không thông báo trên daa .,0,0,train,thi thoảng nghỉ học không thông báo trên daa,Tiêu cực,Giảng viên,9
"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi .",1,0,train,thầy dạy dễ hiểu tiết học dễ hiểu sôi nổi,Tích cực,Giảng viên,10
"thầy giảng dạy nhiệt tình , truyền cảm .",1,0,train,thầy giảng dạy nhiệt tình truyền cảm,Tích cực,Giảng viên,7
"giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu .",1,0,train,giảng dạy rất chi tiết dễ hiểu và dễ tiếp thu,Tích cực,Giảng viên,11
truyền đạt những kiến thức tốt .,1,0,train,truyền đạt những kiến thức tốt,Tích cực,Giảng viên,6
cô vui tính .,1,0,train,cô vui tính,Tích cực,Giảng viên,3
nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .,0,0,train,nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên,Tiêu cực,Giảng viên,18
cô chưa có nhiều kênh bài tập cho sinh viên .,0,0,train,cô chưa có nhiều kênh bài tập cho sinh viên,Tiêu cực,Giảng viên,10
thầy dạy hơi nhanh .,0,0,train,thầy dạy hơi nhanh,Tiêu cực,Giảng viên,4
ít hướng dẫn sinh viên trong giờ thực hành .,0,0,train,ít hướng dẫn sinh viên trong giờ thực hành,Tiêu cực,Giảng viên,9
"thầy dạy phần lý thuyết hay , nắm bắt được khả năng của sinh viên .",1,0,train,thầy dạy phần lý thuyết hay nắm bắt được khả năng của sinh viên,Tích cực,Giảng viên,14
"giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên .",1,0,train,giáo viên nhiệt tình dạy dễ hiểu tận tình với sinh viên,Tích cực,Giảng viên,12
"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",1,0,train,tân tâm nhiệt tình trong lớp lẫn bên ngoài,Tích cực,Giảng viên,9
thầy giảng dạy tận tâm nhiệt tình .,1,0,train,thầy giảng dạy tận tâm nhiệt tình,Tích cực,Giảng viên,7
"thầy vui tính , giảng bài dễ hiểu , nhiệt tình .",1,0,train,thầy vui tính giảng bài dễ hiểu nhiệt tình,Tích cực,Giảng viên,9
thầy giáo dạy nhiệt tình .,1,0,train,thầy giáo dạy nhiệt tình,Tích cực,Giảng viên,5
"dạy dễ hiểu , gần gũi sinh viên .",1,0,train,dạy dễ hiểu gần gũi sinh viên,Tích cực,Giảng viên,7
"cô dạy rất nhiệt tình và tài liệu của cô rất cụ thể dễ hiểu , cô hướng dẫn rất tận tình .",1,0,train,cô dạy rất nhiệt tình và tài liệu của cô rất cụ thể dễ hiểu cô hướng dẫn rất tận tình,Tích cực,Giảng viên,21
mong thầy cố gắng trong các học kỳ sau .,0,0,train,mong thầy cố gắng trong các học kỳ sau,Tiêu cực,Giảng viên,9
"giảng viên hoà đồng , vui vẻ , chỉ giảng tận tình sinh viên ham học hỏi .",1,0,train,giảng viên hoà đồng vui vẻ chỉ giảng tận tình sinh viên ham học hỏi,Tích cực,Giảng viên,15
giảng viên không dạy một tiết thực hành nào .,0,0,train,giảng viên không dạy một tiết thực hành nào,Tiêu cực,Giảng viên,9
nên có sự thống nhất giữa các giảng viên bộ môn trong đề cương giảng dạy .,0,0,train,nên có sự thống nhất giữa các giảng viên bộ môn trong đề cương giảng dạy,Tiêu cực,Giảng viên,16
"có những phần kiến thức chỉ một nửa lớp được học nhưng giảng viên nghĩ là cả lớp đã học rồi nên chỉ overview , những sinh viên còn lại khó nắm được .",0,0,train,có những phần kiến thức chỉ một nửa lớp được học nhưng giảng viên nghĩ là cả lớp đã học rồi nên chỉ overview những sinh viên còn lại khó nắm được,Tiêu cực,Giảng viên,32
"vui , hòa đồng , nhiệt tình .",1,0,train,vui hòa đồng nhiệt tình,Tích cực,Giảng viên,5
có giúp đỡ sinh viên học tập nghiên cứu .,1,0,train,có giúp đỡ sinh viên học tập nghiên cứu,Tích cực,Giảng viên,9
"giảng viên tận tâm , nhiệt tình , ham học hỏi .",1,0,train,giảng viên tận tâm nhiệt tình ham học hỏi,Tích cực,Giảng viên,9
"tuy nhiên cô nên cân nhắc lại về số lượng yêu cầu đối với sinh viên để sinh viên không bị khớp vì quá nhiều dẫn đến làm qua loa cho có , như vậy thì kết quả lại không tốt .",0,0,train,tuy nhiên cô nên cân nhắc lại về số lượng yêu cầu đối với sinh viên để sinh viên không bị khớp vì quá nhiều dẫn đến làm qua loa cho có như vậy thì kết quả lại không tốt,Tiêu cực,Giảng viên,40
"cô rất tận tâm , rất ok , em rất thích cách dạy và học của cô ( mặc dù hơi nhanh tí ) .",1,0,train,cô rất tận tâm rất ok em rất thích cách dạy và học của cô mặc dù hơi nhanh tí,Tích cực,Giảng viên,20
mong thầy và nhà trường xem xét lại những điều em vừa nói .,0,0,train,mong thầy và nhà trường xem xét lại những điều em vừa nói,Tiêu cực,Giảng viên,13
"thầy tận tâm , nhiệt tình , tạo động lực cho sinh viên .",1,0,train,thầy tận tâm nhiệt tình tạo động lực cho sinh viên,Tích cực,Giảng viên,11
"thầy giáo tận tình , dạy kỹ , thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên .",1,0,train,thầy giáo tận tình dạy kỹ thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên,Tích cực,Giảng viên,21
cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm .,0,0,train,cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm,Tiêu cực,Giảng viên,17
"cô giáo thân thiện dễ gần , thực hành nhiều .",1,0,train,cô giáo thân thiện dễ gần thực hành nhiều,Tích cực,Giảng viên,9
chưa tiếp thu trọn vẹn .,0,0,train,chưa tiếp thu trọn vẹn,Tiêu cực,Giảng viên,5
giảng kỹ hơn .,0,0,train,giảng kỹ hơn,Tiêu cực,Giảng viên,3
còn hơi kéo thời gian .,0,0,train,còn hơi kéo thời gian,Tiêu cực,Giảng viên,5
có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,1,0,train,có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ,Tích cực,Giảng viên,17
thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,0,0,train,thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm,Tiêu cực,Giảng viên,23
đôi lúc giảng bài hơi nhanh .,0,0,train,đôi lúc giảng bài hơi nhanh,Tiêu cực,Giảng viên,6
có một số buổi không đi dạy .,0,0,train,có một số buổi không đi dạy,Tiêu cực,Giảng viên,7
thầy nhiệt tình và dạy dễ hiểu .,1,0,train,thầy nhiệt tình và dạy dễ hiểu,Tích cực,Giảng viên,7
"giảng viên không hề giảng dạy , chỉ đưa đề cương rồi thôi .",0,0,train,giảng viên không hề giảng dạy chỉ đưa đề cương rồi thôi,Tiêu cực,Giảng viên,12
thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,0,0,train,thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong,Tiêu cực,Giảng viên,22
không được làm những chuyện riêng trong lúc dạy thực hành .,0,0,train,không được làm những chuyện riêng trong lúc dạy thực hành,Tiêu cực,Giảng viên,11
cô wzjwz259 rất vui và nhiệt tình .,1,0,train,cô wzjwz259 rất vui và nhiệt tình,Tích cực,Giảng viên,7
"giáo viện nhiệt tình , tận tâm .",1,0,train,giáo viện nhiệt tình tận tâm,Tích cực,Giảng viên,6
dạy khó hiểu quá nhanh .,0,0,train,dạy khó hiểu quá nhanh,Tiêu cực,Giảng viên,5
